,0,1,2,3
0,Charlotte Dujardin,I've had dreams - there were three things I wanted to do during my career. I did them during my first year of Grand Prix.,"[year, career, three]",dreams
1,Liza Minnelli,My mother gave me my drive but my father gave me my dreams.,"[father, mother, me]",dreams
2,Asif Kapadia,"I wanted to make a film that wouldn't just appeal to Formula One fans. That's what the great sports documentaries do - 'Hoop Dreams,' 'When We Were Kings' - they're human dramas first, sport second, if at all.","[sports, great, kings]",dreams
3,Barbara Kingsolver,"People's dreams are made out of what they do all day. The same way a dog that runs after rabbits will dream of rabbits. It's what you do that makes your soul, not the other way around.","[dog, day, soul]",dreams
4,Rivers Cuomo,"I had rock-star dreams from 8 or 9 almost nonstop. I thought it was going to be like being a god on earth: having as many women as you want whenever you want them, having super powers, being incredibly wealthy, never doing laundry.","[god, women, thought]",dreams
5,Spike Lee,It has been my observation that parents kill more dreams than anybody.,"[parents, observation, more]",dreams
6,Naveen Jain,I came to the United States in the early '80s and was welcomed with open arms and given the opportunity to pursue my dreams. God has been very kind to us. My family and I are fortunate enough to be successful and we feel a tremendous responsibility and obligation to give back to our great country.,"[family, god, great]",dreams
7,Peter Landesman,"Our brains have this habit of quilting dreams from the fabrics of our lives. As a filmmaker, I get to do it for a living.","[living, habit, brains]",dreams
8,Rachel Platten,I feel crazy that me sticking with my dreams actually worked. It's wild and incredible.,"[crazy, me, feel]",dreams
9,Sue Monk Kidd,I think there must be a place inside of us where dreams go and wait their turn.,"[wait, think, place]",dreams
10,Sue Monk Kidd,"Gradually it occurred to me that we spend a great deal of life asleep and that dreams are little narratives, little stories. I thought, 'Who's choreographing this stuff?'","[life, great, thought]",dreams
11,John Travolta,"As you get older, you have to force yourself to have new dreams. For instance, I've been flying for 37 years, but now teaching others to fly is interesting for me. Sometimes you have to find new angles on life to keep you interested, like sharing successes and inspiring and helping others.","[life, yourself, me]",dreams
12,Christopher Lee,"'The Impossible Dream' is, in my opinion, one of the greatest songs ever written. Here is a man, an old man, a very old man full of daring, bravery, courage, determination, romanticism and dreams.","[courage, determination]",dreams
13,Chloe Sevigny,"Even having to do the amount of press that I have to do is dreadful and gives me so much anxiety. After having done this whole slew of press for 'Big Love', now I'll have anxiety dreams for like a week and a half about all the stupid things I said.","[love, week, stupid]",dreams
14,Wale,I'm fortunate enough to be living my dreams and a lot of other peoples' dreams.,"[living, enough, fortunate]",dreams
15,Lake Bell,"While marriage is historically associated with dire obligation and clipped wings, I've found that it actually liberates you to take on adventure and achieve your dreams. I like to call my husband 'my person.' Find your 'person,' and you can do anything!","[marriage, adventure]",dreams
16,Sebastian Coe,The London Games will be designed for the athletes and we will provide them with the very best venues and the very best conditions to pursue their sporting dreams in London.,"[best, london, pursue]",dreams
17,Kevin Costner,Field of Dreams is probably our generation's It's A Wonderful Life.,"[life, generation, wonderful]",dreams
18,Kevin Costner,"I'm a big fan of dreams. Unfortunately, dreams are our first casualty in life - people seem to give them up, quicker than anything, for a 'reality.'","[life, people, reality]",dreams
19,John Rhys-Davies,"Actors endow the villain in fiction with a warmth and quality that makes them memorable. I think we like fictional villains because they're the Mr. Hyde of our own dreams. I've met a few real villains in my time, and they weren't the least bit sympathetic.","[time, quality, fiction]",dreams
20,Tony McCoy,"Private dreams are the most powerful. You have to dream of success to make it happen, and if you don't believe in yourself, nobody else will. But that doesn't mean you have to go around telling everyone about it.","[success, believe]",dreams
21,Robert Englund,"I never played Freddy as real. In the true bible of Wes Craven's outline for the films, Freddy only manifests himself in dreams. And a lot goes into a dream, not the least of which is imagination. So Freddy is secondhand information. Freddy is an urban legend that's been handed down to these teenagers over the years.","[imagination, information]",dreams
22,Novak Djokovic,I want to help children in Serbia and around the world so they can realize their dreams.,"[children, help, world]",dreams
23,Novak Djokovic,Those born into poverty or on the margins of society require our extra support to realize their dreams.,"[society, support, poverty]",dreams
24,John Berger,"The human imagination... has great difficulty in living strictly within the confines of a materialist practice or philosophy. It dreams, like a dog in its basket, of hares in the open.","[great, dog, imagination]",dreams
25,Amy Adams,"I'm like the luckiest girl in the world. I've gotten to be a princess, I've gotten to work with the Muppets. A lot of my childhood dreams about who I wanted to be when I was a grown-up, I at least get to play them in movies.","[work, childhood, girl]",dreams
