,0,1,2,3
0,Lou Holtz,The problem with having a sense of humor is often that people you use it on aren't in a very good mood.,"[good, people, problem]",humor
1,Lucille Ball,I'm not funny. What I am is brave.,"[funny, i am, brave]",humor
2,W. C. Fields,Start every day off with a smile and get it over with.,"[smile, day, start]",humor
3,Sarah Silverman,Some people say my humor focuses too much on stereotypes. It doesn't. It focuses on facts.,"[people, stereotypes, facts]",humor
4,Betty White,"It's your outlook on life that counts. If you take yourself lightly and don't take yourself too seriously, pretty soon you can find the humor in our everyday lives. And sometimes it can be a lifesaver.","[life, positive, yourself]",humor
5,Anne Hathaway,Kindness is really important to me in finding my own prince - so are patience and a sense of humor. Without those qualities he's no Prince Charming!,"[kindness, patience, dating]",humor
6,James Gray,"The key to humor is often self-loathing or sarcasm. In a sense, that's how self-loathing is made palatable.","[sarcasm, key, made]",humor
7,Charles Churchill,A joke's a very serious thing.,"[serious, joke, thing]",humor
8,Bill Nye,Humor is everywhere in that there's irony in just about anything a human does.,"[irony, human, anything]",humor
9,Priscilla Presley,"As a person, he was wonderful. He really was a great person. He was full of life. He had a great sense of humor. Very talented, of course, but very caring to his parents. There was a very endearing quality about Elvis.","[life, great, caring]",humor
10,Marlon Wayans,"There are so many things to talk about between black people, Hispanic people, white people, gay people, men, women, it's all based on fear. We all have fears, this thing that stops us from embracing as we are one. We are never going to be one. People are messed up, but humor lets us see how ignorant we can be.","[women, fear, men]",humor
11,John Gerzema,"Transparency, honesty, kindness, good stewardship, even humor, work in businesses at all times.","[work, kindness, good]",humor
12,Edward de Bono,Humor is by far the most significant activity of the human brain.,"[brain, human brain, human]",humor
13,Christopher Hitchens,I don't think it's possible to have a sense of tragedy without having a sense of humor.,"[sense of humor, tragedy]",humor
14,Ralph Fiennes,One of the things that binds us as a family is a shared sense of humor.,"[family, sense of humor]",humor
15,e. e. cummings,The most wasted of all days is one without laughter.,"[laughter, days, most]",humor
16,Mark Twain,The secret source of humor is not joy but sorrow; there is no humor in Heaven.,"[joy, heaven, sorrow]",humor
17,Bret Michaels,"My life is part humor, part roses, part thorns.","[life, roses, my life]",humor
18,Colin Farrell,"I will say that as I get older and calmer and quieter in my own self, the one quality in a woman that I find more and more attractive is kindness. A sense of adventure and humor is important too, but I truly find kindness and consideration for others to be the most attractive thing in anyone.","[kindness, adventure, woman]",humor
19,Christopher Morley,"Humor is perhaps a sense of intellectual perspective: an awareness that some things are really important, others not; and that the two kinds are most oddly jumbled in everyday affairs.","[perspective, intellectual]",humor
20,James Thurber,"Humor is a serious thing. I like to think of it as one of our greatest earliest natural resources, which must be preserved at all cost.","[greatest, think, serious]",humor
21,John Kenneth Galbraith,"Humor is richly rewarding to the person who employs it. It has some value in gaining and holding attention, but it has no persuasive value at all.","[value, attention, persuasive]",humor
22,Leo Rosten,Humor is the affectionate communication of insight.,"[communication, insight]",humor
23,Virginia Woolf,Humor is the first of the gifts to perish in a foreign tongue.,"[tongue, gifts, first]",humor
24,Malcolm Muggeridge,Bad humor is an evasion of reality; good humor is an acceptance of it.,"[good, reality, acceptance]",humor
25,Jerry Robinson,"So once I thought of the villain with a sense of humor, I began to think of a name and the name ""the Joker"" immediately came to mind. There was the association with the Joker in the deck of cards, and I probably yelled literally, 'Eureka!' because I knew I had the name and the image at the same time.","[time, mind, thought]",humor
