,0,1,2,3
0,Bette Davis,Old age is no place for sissies.,"[old age, place, old]",age
1,Beverly Sills,In youth we run into difficulties. In old age difficulties run into us.,"[youth, old age, old]",age
2,Charles de Gaulle,Old age is a shipwreck.,"[old age, old, shipwreck]",age
3,Fay Weldon,"There's no such thing as old age, there is only sorrow.","[old age, sorrow, old]",age
4,Kevin Spacey,If you haven't turned rebel by twenty you've got no heart; if you haven't turned establishment by thirty you've got no brains!,"[heart, rebel, you]",age
5,Pierre Corneille,"Oh rage! Oh despair! Oh age, my enemy!","[enemy, despair, rage]",age
6,Sinclair Lewis,"Whatever poet, orator or sage may say of it, old age is still old age.","[old age, may, say]",age
7,Thomas Browne,"Let age, not envy, draw wrinkles on thy cheeks.","[envy, wrinkles, cheeks]",age
8,Theodore Roosevelt,"Old age is like everything else. To make a success of it, you've got to start young.","[success, old age, start]",age
9,Frances Conroy,"As you age naturally, your family shows more and more on your face. If you deny that, you deny your heritage.","[family, face, heritage]",age
10,Louisa May Alcott,"Have regular hours for work and play; make each day both useful and pleasant, and prove that you understand the worth of time by employing it well. Then youth will be delightful, old age will bring few regrets, and life will become a beautiful success.","[life, success, work]",age
11,Simon Mainwaring,"Non-disclosure in the Internet Age is quickly perceived as a breach of trust. Government, corporations and each of us as individuals must recalibrate how we live and share our lives appropriate to the information now available and the expectations of others.","[trust, government, internet]",age
12,Carl Sandburg,"I have always felt that a woman has the right to treat the subject of her age with ambiguity until, perhaps, she passes into the realm of over ninety. Then it is better she be candid with herself and with the world.","[woman, world, treat]",age
13,Edward Weston,"Photography suits the temper of this age - of active bodies and minds. It is a perfect medium for one whose mind is teeming with ideas, imagery, for a prolific worker who would be slowed down by painting or sculpting, for one who sees quickly and acts decisively, accurately.","[mind, photography, ideas]",age
14,Joe Lieberman,This is an exciting time. I believe we stand at the edge of a new age - a Golden Age - of freedom that will rival any of the great eras of world history because it will be the entire world itself that is changing.,"[time, history, freedom]",age
15,Curtis LeMay,My solution to the problem would be to tell the North Vietnamese Communists frankly that they've got to drawn in their horns and stop their aggression or we're going to bomb them into the stone age.,"[problem, stone, solution]",age
16,Raymond Chandler,An age which is incapable of poetry is incapable of any kind of literature except the cleverness of a decadence.,"[poetry, literature, kind]",age
17,Cate Blanchett,"If you age with somebody, you go through so many roles - you're lovers, friends, enemies, colleagues, strangers; you're brother and sister. That's what intimacy is, if you're with your soulmate.","[sister, brother, friends]",age
18,Janeane Garofalo,Men are allowed to age. Men are allowed to gain weight. Men are allowed to be quirky looking.,"[men, looking, gain weight]",age
19,Mark Helprin,"I have seen lonely people of advancing age, yet as constant as angels, keeping faith to those they loved who fell in wars that current generations, not having known them, cannot even forget. The sight of them moving hesitantly among the tablets and crosses is enough to break your heart.","[faith, heart, moving]",age
20,Rick Riordan,"Every child's taste is different. Don't worry if they're not reading 'War and Peace' at age 12. First, build a good foundation and a positive attitude about reading by letting them pick the stories they enjoy. Make friends with a bookseller or librarian. They are a wealth of information on finding books that kids enjoy.","[positive, peace, war]",age
21,Gail Collins,"I grew up in one of the most socially conservative neighborhoods in Ohio, and my parents were traditional Catholics. But in her old age, my mother got her home health care from a guy who was gay, who was wonderful to her. Before she died, she rode a float in the Cincinnati Gay Pride Parade.","[home, health, mother]",age
22,Patch Adams,"At the age of 18, I made up my mind to never have another bad day in my life. I dove into a endless sea of gratitude from which I've never emerged.","[life, gratitude, sea]",age
23,Zarin Mehta,"I think in all cultural organizations there has to be renewal. I'm also of a certain age that someone new can come in with a breath of fresh air. Things change, and I think that's important.","[change, important, someone]",age
24,Mark Twain,Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen.,"[life, born, eighteen]",age
25,Ann Coulter,"Swing voters are more appropriately known as the 'idiot voters' because they have no set of philosophical principles. By the age of fourteen, you're either a Conservative or a Liberal if you have an IQ above a toaster.","[idiot, you, principles]",age
