,0,1,2,3
0,Barton Gellman,"On March 12, 2004, acting attorney general James B. Comey and the Justice Department's top leadership reached the brink of resignation over electronic surveillance orders that they believed to be illegal.","[justice, acting, march]",leadership
1,Robert Kennedy,"In government, our chief executives have been lawyers. The great majority of our cabinets and congresses are and have been men trained in the law. They have provided the leadership and the statecraft and the store of strength when it was needed.","[strength, great, government]",leadership
2,Ariel Sharon,"The government, under my leadership, will act to implement the rule of law and to maintain the independence of the judicial system, which is one of the pillars of maintaining a democratic system.","[government, law]",leadership
3,Mark McKinnon,"Washington doesn't have just a spending problem, or just an entitlement problem, or just a taxing problem. We have a leadership problem. Fix that, and the first three problems are solved.","[problem, problems, three]",leadership
4,Mark McKinnon,"As in nature, politics abhors a vacuum. Without a strong voice for more moderate leadership, the Tea Party is filling that vacuum.","[nature, politics, strong]",leadership
5,Mark McKinnon,"Republicans working in leadership and the trenches are largely old, white, male, out-of-touch, out of ideas, technology averse, and living in the past.","[technology, past, ideas]",leadership
6,Charles Kennedy,"Good political leadership for me involves getting the big decisions right - however difficult, however controversial, however potentially divisive - and then being able to take people with you.","[good, decisions, political]",leadership
7,George W. Bush,I have a different vision of leadership. A leadership is someone who brings people together.,"[together, vision, people]",leadership
8,Mo Ibrahim,"There is a crisis of leadership and governance in Africa, and we must face it.","[face, crisis, africa]",leadership
9,Mo Ibrahim,"For citizens to become fully engaged in holding their leadership to account, accurate information is required to see where action is needed, to measure the results of policies and programmes, to build support for courageous decisions and to consolidate political legitimacy.","[support, decisions]",leadership
10,Mo Ibrahim,"The Nobel Prize is worth $1.5 million, but that's not the issue. Do the distinguished scientists who win the Nobel Prize need the money? Probably not. The honor is more important the money, and that's the case with the prize for African leadership as well.","[money, honor, win]",leadership
11,Stephen Covey,"Leadership is a choice, not a position.","[choice, position]",leadership
12,Robert Dallek,"Once the public loses confidence in a president's leadership at a time of war, once they don't trust him anymore, once his credibility is sharply diminished, how does he get it back?","[time, war, trust]",leadership
13,Robert Dallek,Success in past U.S. conflicts has not been strictly the result of military leadership but rather the judgment of the president in choosing generals and setting broad strategy.,"[success, past, strategy]",leadership
14,Robert Dallek,"As someone who has more than a passing acquaintance with most of the 20th century presidents, I have often thought that their accomplishments have little staying power in shaping popular views of their leadership.","[power, thought, someone]",leadership
15,Jesse Jackson,"Time is neutral and does not change things. With courage and initiative, leaders change things.","[change, time, courage]",leadership
16,Jesse Jackson,Leadership has a harder job to do than just choose sides. It must bring sides together.,"[together, job, choose]",leadership
17,Jesse Jackson,Leadership cannot just go along to get along. Leadership must meet the moral challenge of the day.,"[day, challenge, moral]",leadership
18,Jim Rohn,Give whatever you are doing and whoever you are with the gift of your attention.,"[gift, attention, doing]",leadership
19,Tim Tebow,"I'll practice as good as I can, but I know that I play even better, with the qualities I have - leadership, my ability to make something happen in games, winning.","[good, winning, practice]",leadership
20,Robert Reich,"We never used to blink at taking a leadership role in the world. And we understood leadership often required something other than drones and bombs. We accepted global leadership not just for humanitarian reasons, but also because it was in our own best interest. We knew we couldn't isolate ourselves from trouble. There was no place to hide.","[best, world, place]",leadership
21,Eric Hoffer,Charlatanism of some degree is indispensable to effective leadership.,"[degree, indispensable]",leadership
22,George Takei,"Up until the time I was cast in 'Star Trek,' the roles were pretty shallow - thin, stereotyped, one-dimensional roles. I knew this character was a breakthrough role, certainly for me as an individual actor but also for the image of an Asian character: no accent, a member of the elite leadership team.","[time, character, team]",leadership
23,Paul Ryan,"What we heard today was not fiscal leadership from our Commander-in-Chief, what we heard today was a political broadside from our Campaigner-in-Chief.","[today, political, heard]",leadership
24,Paul Ryan,We need leadership. We don't need a doubling down on the failed politics of the past.,"[politics, past, down]",leadership
25,Paul Ryan,"Hope and change? We're not doing that anymore. They're doing attack and blame. And so, I just think people are going to see through this. They want real leadership. They want us to get this country on the right track.","[change, hope, people]",leadership
