,0,1,2,3
0,Tisha Campbell-Martin,"I was diagnosed with a lung disorder that some people walk around with and don't even know they have. Through early diagnosis, I'm happy to share that I stay healthy with diet and exercise.","[happy, people, exercise]",diet
1,Judy Reyes,"Like everyone, there are times when I just don't feel like exercising. When that happens, I'm a bit more careful with my diet. But on days I really want a treat, like chocolate, I work out a little harder. I don't believe in beating myself up for not being 'good.'","[work, good, myself]",diet
2,Terence Lewis,"Food does not rank high on my list. I eat to live, and I'm very particular about my diet. It's strictly low fat diet for me.","[food, me, live]",diet
3,Daniel Radcliffe,"I basically have the diet of a 19th-century Irish navy, apart from the litre of stout a day. It's meat and potatoes and bread and cheese: those are my four food groups.","[food, day, cheese]",diet
4,Kim Cattrall,"I take care of myself, which includes dieting, exercising and minimising stress. I joke that I've been on a diet since 1974, which is basically true.","[myself, stress, care]",diet
5,Kim Cattrall,It's easy to diet or get off a diet when you've got a juicy role to play.,"[easy, you, play]",diet
6,Chuck Palahniuk,"When working, my diet degrades to pizza three times a day, because I don't want to distract myself from anything.","[myself, day, pizza]",diet
7,Dolly Parton,I've done everything every fat person ever has. I've tried every diet.,"[fat, done, everything]",diet
8,Summer Sanders,"Quite simply, my diet has and will always be everything in moderation. People look at Olympic athletes and think they must cut out all those things everyone else indulges in, and speaking for myself, I never did.","[myself, people, look]",diet
9,Amanda Peet,"I don't know if those things work, where you do, like, this crash diet or crash starvation. It's just not something I've ever been into.","[work, know, you]",diet
10,Montel Williams,"The whole idea of juicing is good if you are trying to diet and use it in limited basis. I use juice drinks only once a week. I use emulsified drinks because in emulsification you are keeping everything. You are keeping the pulp, you are keeping the skin with all of the phytonutrients.","[good, week, trying]",diet
11,Isabella Rossellini,"I started modeling at 28. I'm 5-feet-7 1/2, and I never went on a diet. I followed what my doctor told me: 'It's good to have a little bit of fat. Your weight is fine. Don't go any lighter.'","[good, doctor, me]",diet
12,Suzanne Somers,"Throughout my life, I have tried to share my philosophy that getting and staying healthy doesn't have to feel like work. I don't diet or slave away in a gym - what I do is make excellent food choices.","[life, work, food]",diet
13,Margot Robbie,I don't have a very good diet.,"[good, very]",diet
14,Jean Kerr,I feel about airplanes the way I feel about diets. It seems to me that they are wonderful things for other people to go on.,"[people, me, way]",diet
15,Arabella Weir,"Sticking to a diet required me to have a permanently low self-esteem. But happily, I developed other skills beyond a fluctuating weight, eventually building up a different source of self-worth.","[me, building, skills]",diet
16,Mark Hyman,"Calories from protein affect your brain, your appetite control center, so you are more satiated and satisfied.","[brain, control, you]",diet
17,Carol Vorderman,The first couple of days on the detox diet aren't pleasant.,"[first, days, pleasant]",diet
18,Ashley Wagner,"I give myself a cheat day where I annihilate my diet. I'm an all-American girl, so I go for a burger and fries and a shake.","[myself, day, girl]",diet
19,Mary J. Blige,"I've just been growing right along. It's painful, but it's a great pain, and I like suffering for great results. It's like going to the gym. It hurts really bad at first, but after a couple of months and after that diet, you're looking so hot.","[great, pain, suffering]",diet
20,Benjamin Franklin,"In general, mankind, since the improvement of cookery, eats twice as much as nature requires.","[nature, improvement, mankind]",diet
21,Carine Roitfeld,I am very lucky in that I can eat what I want and don't have to follow any special diet.,"[i am, want, lucky]",diet
22,Lady Gaga,The dieting wars have got to stop.,"[stop, wars, got]",diet
23,Lady Gaga,I have to be on such a strict diet constantly.,"[strict, constantly]",diet
24,Orlando Bloom,"Yeah, I'm kind of fit. And I'm quite careful about my diet.","[kind, about, careful]",diet
25,Seth Shostak,"The majority of my UFO diet consists of reports describing suspected encounters. This is not surprising, as there are thousands of sightings annually. The emailer has seen something unusual in the sky that he interprets as probable evidence of alien presence.","[sky, alien, something]",diet
