,0,1,2,3
0,William E. Gladstone,Liberalism is trust of the people tempered by prudence. Conservatism is distrust of the people tempered by fear.,"[trust, politics, people]",fear
1,Mark Twain,Do the thing you fear most and the death of fear is certain.,"[death, you, most]",fear
2,J. K. Rowling,Fear of a name increases fear of the thing itself.,"[name, thing, itself]",fear
3,Sylvia Browne,"The weeds keep multiplying in our garden, which is our mind ruled by fear. Rip them out and call them by name.","[motivational, mind, name]",fear
4,H. P. Lovecraft,I fear my enthusiasm flags when real work is demanded of me.,"[work, me, enthusiasm]",fear
5,David Hume,A propensity to hope and joy is real riches; one to fear and sorrow real poverty.,"[hope, joy, poverty]",fear
6,Hussein of Jordan,"We should face reality and our past mistakes in an honest, adult way. Boasting of glory does not make glory, and singing in the dark does not dispel fear.","[past, mistakes, reality]",fear
7,Warren Buffett,"Americans are in a cycle of fear which leads to people not wanting to spend and not wanting to make investments, and that leads to more fear. We'll break out of it. It takes time.","[time, people, spend]",fear
8,Frank Ocean,I don't fear anybody... at all.,[anybody],fear
9,Ginnifer Goodwin,But I love being scared. I think you're brave only when you do things that scare you. I've always used fear as a motivator. I'm not sure why.,"[love, brave, think]",fear
10,Marilyn Monroe,Fear is stupid. So are regrets.,"[stupid, regrets]",fear
11,Andrew Weil,"Fear and greed are potent motivators. When both of these forces push in the same direction, virtually no human being can resist.","[greed, direction, push]",fear
12,Leonardo da Vinci,"Just as courage is the danger of life, so is fear its safeguard.","[life, courage, danger]",fear
13,Kevin Mitnick,"People are prone to taking mental shortcuts. They may know that they shouldn't give out certain information, but the fear of not being nice, the fear of appearing ignorant, the fear of a perceived authority figure - all these are triggers, which can be used by a social engineer to convince a person to override established security procedures.","[security, people]",fear
14,Dalai Lama,"Logically, harmony must come from the heart... Harmony very much based on trust. As soon as use force, creates fear. Fear and trust cannot go together.","[trust, together, heart]",fear
15,Martha Beck,"The way we can allow ourselves to do what we need to, no matter what others may say or do, is to choose love and defy fear.","[love, choose, way]",fear
16,Martha Beck,The process of spotting fear and refusing to obey it is the source of all true empowerment.,"[process, true, obey]",fear
17,Rhys Ifans,Shyness is invariably a suppression of something. It's almost a fear of what you're capable of.,"[you, something, capable]",fear
18,Elizabeth I,"Fear not, we are of the nature of the lion, and cannot descend to the destruction of mice and such small beasts.","[nature, small, lion]",fear
19,John P. Kotter,"A higher rate of urgency does not imply ever-present panic, anxiety, or fear. It means a state in which complacency is virtually absent.","[anxiety, complacency]",fear
20,Charles Kennedy,Courage is a peculiar kind of fear.,"[courage, kind, peculiar]",fear
21,Katharine Butler Hathaway,"If you let your fear of consequence prevent you from following your deepest instinct, your life will be safe, expedient and thin.","[life, deepest, you]",fear
22,Lucius Annaeus Seneca,A person's fears are lighter when the danger is at hand.,"[danger, person, fears]",fear
23,Marcus Tullius Cicero,True nobility is exempt from fear.,"[true, nobility, exempt]",fear
24,Marianne Williamson,Love is what we were born with. Fear is what we learned here.,"[love, love is, born]",fear
25,Marilyn Monroe,"Having a child, that's always been my biggest fear. I want a child and I fear a child.","[child, want, always]",fear
