,0,1,2,3
0,Emanuel Cleaver,Hope fills the holes of my frustration in my heart.,"[heart, frustration, fills]",hope
1,Os Guinness,"The story of Christian reformation, revival, and renaissance underscores that the darkest hour is often just before the dawn, so we should always be people of hope and prayer, not gloom and defeatism. God the Holy Spirit can turn the situation around in five minutes.","[god, prayer, people]",hope
2,Thich Nhat Hanh,"You practice mindfulness, on the one hand, to be calm and peaceful. On the other hand, as you practice mindfulness and live a life of peace, you inspire hope for a future of peace.","[life, peace, future]",hope
3,Ellen G. White,"The great moral powers of the soul are faith, hope, and love.","[love, faith, great]",hope
4,Gavid Hood,"The truth about filmmaking is you have all these ideas and you're trying to convince everybody that they should buy into this idea, but at two o'clock in the morning when you're all on your own you're going, 'Geez, I hope I know what I'm doing. I hope this idea is gonna work.'","[work, morning, truth]",hope
5,Bill Nye,"I hope climate science becomes the big thing. And then what I want is electrical engineers to solve the world's energy problems, energy distribution problems. I want mechanical engineers to make better transportation systems. I want chemical engineers to develop better solar panels, and so on.","[science, world, problems]",hope
6,Mattie Stepanek,"God gives me hope that there is something greater than us, something better and bigger than the here and now, that can help us live.","[god, help, me]",hope
7,Akshay Kumar,"On every birthday, I ask my wife, 'What would you like this year?' and her instant reply is, 'Diamonds! Diamonds! Diamonds!' I'm always living in hope that one day she'll say she just wants me!","[birthday, day, wife]",hope
8,Dan Brown,"Well, you know, in any novel you would hope that the hero has someone to push back against, and villains - I find the most interesting villains those who do the right things for the wrong reasons, or the wrong things for the right reasons. Either one is interesting. I love the gray area between right and wrong.","[love, hero, know]",hope
9,Saint Ignatius,"Among the many signs of a lively faith and hope we have in eternal life, one of the surest is not being overly sad at the death of those whom we dearly love in our Lord.","[life, love, death]",hope
10,Salman Khan,"I was close to getting married a long time ago. But it didn't happen, and since then it has not been happening. It is jinxed, and I am very happy. I hope this jinx continues.","[time, happy, i am]",hope
11,Lex Luger,"I'm involved in quite a few ministries as a bridge builder, trying to match generous givers and donors to other ministries. Based on my past, I'm also involved in mainly the prison ministry. I go to jails and prisons and share my story, trying to give them some hope.","[past, bridge, prison]",hope
12,Chuck D,"I spread the message of hope and of unity. That's what gets me up in the morning. I can tell you what is wrong, but I can't tell you how to fix it. I'm a raptivist, not a politician. I deal in hope.","[morning, unity, me]",hope
13,Bruce Lipton,The planet's hope and salvation lies in the adoption of revolutionary new knowledge being revealed at the frontiers of science.,"[knowledge, science, new]",hope
14,T. R. Knight,"I guess there have been a few questions about my sexuality, and I'd like to quiet any unnecessary rumors that may be out there. While I prefer to keep my personal life private, I hope the fact that I'm gay isn't the most interesting part of me.","[life, gay, me]",hope
15,Angela Ahrendts,Intuition is the wisdom formed by feeling and instinct - a gift of knowing without reasoning... Belief is ignited by hope and supported by facts and evidence - it builds alignment and creates confidence. Belief is what sets energy in motion and creates the success that breeds more success.,"[success, wisdom, confidence]",hope
16,Norman Foster,"I hope that any expansion of London will learn from the planning examples of some of its most desirable areas such as Chelsea, Notting Hill, Belgravia and Mayfair. All are characterised by high density and a generosity of green spaces. They are all pedestrian-friendly with shops, entertainment, restaurants and pubs within easy walking distance.","[planning, generosity]",hope
17,Teresa Heinz,"To me, one of the best faces America has ever projected is the face of a Peace Corps volunteer. That face symbolizes this country: young, curious, brimming with idealism and hope - and a real, honest compassion.","[best, peace, compassion]",hope
18,Joel Osteen,"I always try to put a seed of hope into people's hearts. I'm not there to teach them doctrine necessarily, but to let them know that God is a good God, and has a plan for their lives. Hopefully, that will restore their faith, or draw them into faith.","[god, faith, good]",hope
19,Joel Osteen,"When my dad founded our church, he used either a globe or a map of the world behind him. It was symbolic of what Christ said: to go forth and preach hope to the world. We believe in the cross, but we just continued with the globe.","[dad, believe, world]",hope
20,Joel Osteen,I do know this... I seem to reach a lot of previously unchurched people. So many people have told me they never went to church until they heard our message of hope that God is a good God who desires to bless those who are faithful and obedient to Him through Jesus Christ.,"[god, good, people]",hope
21,Joni Mitchell,"My childhood was very difficult. I had every childhood disease and then some, but my parents didn't mollycoddle me. They left me to fight those battles on my own. I guess that was very Canadian, very stoic. But it's good. I had to become a warrior. I had to give up hope and find a substitute for hope that would be far more stable.","[good, parents, childhood]",hope
22,Madonna Ciccone,"I hope that I inspire women to believe in themselves, no matter where they come from; no matter what education they have; what particular background they originate from.","[education, women, believe]",hope
23,Rudy Giuliani,"When people endure a traumatic event, they are either defeated or made stronger. On Sept. 11, I told New Yorkers, 'I want you to emerge stronger from this.' My words were partially a hope and partially an observation that people in New York City handle big things better than little things. I could not be more proud of the way my city responded.","[little things, people, words]",hope
24,Kim Yuna,"Even in the hardest circumstances, dreams can give you the courage to live, and I hope I can share that message with children in need.","[courage, dreams, children]",hope
25,Wendy Davis,"I hope telling the story of how I went from being a single mom to serving in the Texas State Senate to running for governor will remind others that with the right leadership in government, where you start has nothing to do with how far you go.","[leadership, mom, government]",hope
