,0,1,2,3
0,Marianne Williamson,"Americans are good with to-do lists; just tell us what to do, and we'll do it. Throughout our history, we have proven that. Colonize. Check. Win our independence. Check. Form a union. Check. Expand to the Pacific. Check. Settle the West. Check. Keep the Union together. Check. Industrialize. Check. Fight the Nazis. Check.","[history, good, together]",independence
1,Robert Green Ingersoll,"It is hard to conceive of the utter demoralization, of the political blindness and immorality, of the patriotic dishonesty, of the cruelty and degradation of a people who supplemented the incomparable Declaration of Independence with the Fugitive Slave Law.","[law, political, people]",independence
2,Marsha Blackburn,The American Dream is independence and being able to create that dream for yourself.,"[american dream, yourself]",independence
3,John Adams,The Declaration of Independence I always considered as a theatrical show. Jefferson ran away with all the stage effect of that... and all the glory of it.,"[always, away, declaration]",independence
4,Voltaire,Injustice in the end produces independence.,"[end, injustice, in the end]",independence
5,"William F. Buckley, Jr.",There is an inverse relationship between reliance on the state and self-reliance.,"[relationship, state]",independence
6,William J. H. Boetcker,You cannot build character and courage by destroying men's initiative and independence.,"[courage, character, men]",independence
7,Marshall McLuhan,The new electronic independence re-creates the world in the image of a global village.,"[technology, world, new]",independence
8,Pope John Paul II,"The great danger for family life, in the midst of any society whose idols are pleasure, comfort and independence, lies in the fact that people close their hearts and become selfish.","[life, family, great]",independence
9,Mohammed Reza Pahlavi,"My main mistake was to have made an ancient people advance by forced marches toward independence, health, culture, affluence, comfort.","[health, culture, people]",independence
10,Diana Ross,"They tell me that it will be hard to find a man strong enough to love my own strength and independence, and not worry about being Mr. Diana Ross, but I disagree. I know absolutely that that man is somewhere out there.","[love, strength, strong]",independence
11,Jim Gerlach,Tens of thousands of brave Americans died to break the chains of British tyranny so that the principles of our Declaration of Independence could take fold and flourish in the birth of a new nation.,"[brave, tyranny, birth]",independence
12,Philip Hammond,Scotland forms a crucial part of our Armed Forces which should not be jeopardised by rushed cuts or a rush to the exit from the U.K. Defence jobs are vital to the Scottish economy and yet independence puts thousands of jobs at risk.,"[risk, economy, exit]",independence
13,Olivia Wilde,It's so important to have that independence. You know it yourself: Everyone needs evenings of their own.,"[yourself, know, important]",independence
14,Catherine Tate,"It's never been a point of reference to look to a man. It's not always a good thing, I suppose, but I think independence is always preferable to dependence.","[good, man, look]",independence
15,Anna Quindlen,"America is a country that seems forever to be toddler or teenager, at those two stages of human development characterized by conflict between autonomy and security.","[conflict, america, security]",independence
16,Dan Rather,A free and truly independent press - fiercely independent when necessary - is the red beating heart of freedom and democracy.,"[freedom, heart, democracy]",independence
17,Ellen Glasgow,A tragic irony of life is that we so often achieve success or financial independence after the chief reason for which we sought it has passed away.,"[life, success, financial]",independence
18,Susan B. Anthony,I think the girl who is able to earn her own living and pay her own way should be as happy as anybody on earth. The sense of independence and security is very sweet.,"[happy, girl, security]",independence
19,W. Somerset Maugham,"It is not wealth one asks for, but just enough to preserve one's dignity, to work unhampered, to be generous, frank and independent.","[work, wealth, dignity]",independence
20,Deborah Tannen,"Communication is a continual balancing act, juggling the conflicting needs for intimacy and independence. To survive in the world, we have to act in concert with others, but to survive as ourselves, rather than simply as cogs in a wheel, we have to act alone.","[communication, alone, world]",independence
21,Betty Ford,"I have an independent streak. You know, it's kind of hard to tell a independent woman what to do.","[woman, know]",independence
22,Walter Annenberg,I cannot compromise or inhibit my independence.,"[compromise, cannot, inhibit]",independence
23,Daniel H. Pink,"I don't think it's a Western thing to really talk about intrinsic motivation and the drive for autonomy, mastery and purpose. You have to not be struggling for survival. For people who don't know where their next meal is coming, notions of finding inner motivation are comical.","[motivation, purpose, people]",independence
24,Tony Snow,"If you think Independence Day is America's defining holiday, think again. Thanksgiving deserves that title, hands-down.","[holiday, day, thanksgiving]",independence
25,Norma Shearer,The morals of yesterday are no more. They are as dead as the day they were lived. Economic independence has put woman on exactly the same footing as man.,"[day, woman, man]",independence
