,0,1,2,3
0,Ricky Jay,"Like every art form, there are jealousies and angers and competitiveness in magic. But there's camaraderie among magicians, whether you perform it for a living or you're an enthusiast.","[art, living, magic]",anger
1,Jon Katz,It's important to remember that the animals are not grieving with us. They're very accepting. They're not lying there thinking 'How could you do this to me? Why aren't you keeping me going?' Pets don't do the human things of guilt and anger and recrimination that we do. They come and go with great acceptance.,"[great, thinking, acceptance]",anger
2,Ndamukong Suh,"A dirty player is somebody who ultimately is trying to hurt somebody. There's a huge difference. There's no gray in that. Like, you have no conscience, no nothing, no guilt. I don't have that mean streak in me. I don't play angry. It's not anger.","[me, trying, angry]",anger
3,Monica Lewinsky,I'd be lying if I said I wasn't angry some days. But I really have worked hard to put a lot of the anger and disappointment in the past.,"[past, disappointment, angry]",anger
4,Frederica Mathewes-Green,"Of the seven deadly sins, anger has long been the one with the best box of costumes. When the guy in the next car rages at you, he's dangerous. When you rage at him, you're just. We can usually recognize the results of anger, especially in others, as destructive and evil.","[best, car, evil]",anger
5,Crystal Bowersox,"I'm not sure why there's this anger in the youth, but we need to talk about it. Kids need to get help if they need help, and bullies need to be helped as well.","[youth, help, why]",anger
6,Saint Ambrose,"Let there be a door to thy mouth, that it may be shut when need arises, and let it be carefully barred, that none may rouse thy voice to anger, and thou pay back abuse with abuse.","[door, voice, mouth]",anger
7,Athol Fugard,"Nobody can take what I love away from me. I would like to believe that love is the only energy I've ever used as a writer. I've never written out of anger, although anger has informed love.","[love, love is, believe]",anger
8,David Crosby,"I don't like greed, I don't like ignorance. I really don't like anger. But I love love.","[love, ignorance, greed]",anger
9,Emmitt Smith,"I've learned that football sometimes was an outlet. It was a way for me to release anger, release frustration.","[football, me, frustration]",anger
10,David Cross,"If there are a couple of adjectives people use to describe me, anger is usually in there. I've never taken that as criticism. It's the way I naturally communicate. But I'm not faux-angry, like Lewis Black, or angry like a gun-toting crazy person. I'm just angry in a mild way - it's not like I'm going to do anything about it.","[black, crazy, people]",anger
11,Yancy Butler,I've spent a lot of time and money trying to keep my anger in control.,"[time, money, control]",anger
12,Mimi Kennedy,"Since the time of Richard Nixon, there has been a strange lack of will in the media to identify the real cause for Americans' anger at politicians who fall, publicly and spectacularly.","[time, media, fall]",anger
13,Lauren Groff,"There aren't very many good models of feminine rage - and the ones that we remember are ones where women take that anger internally and implode themselves in a real way, like Anna Karenina or Emma Bovary.","[women, good, remember]",anger
14,Kathleen Troia McFarland,"Americans are slow to anger, but once they do get angry, they are impossible to stop.","[angry, impossible, slow]",anger
15,Mark Kirk,"I would say that I definitely became much more religious. They say there are no atheists in foxholes, and this stroke put me into a very deep foxhole. Yet that feeling of faith sustained me, so I have no feelings of anger or regret.","[faith, deep, regret]",anger
16,Rachel Maddow,"I'm not a screamer. I'm confrontational, but I don't think that translates into anger.","[think, confrontational]",anger
17,L. Lionel Kendrick,"Christlike communications are expressions of affection and not anger, truth and not fabrication, compassion and not contention, respect and not ridicule, counsel and not criticism, correction and not condemnation. They are spoken with clarity and not with confusion. They may be tender or they may be tough, but they must always be tempered.","[respect, truth, compassion]",anger
18,B. C. Forbes,He best keeps from anger who remembers that God is always looking upon him.,"[best, god, looking]",anger
19,King Krule,"I've got rid of a lot of cynicism and anger. I feel positive about my development, and I just want to carry on making music and building myself as a person.","[positive, music, myself]",anger
20,Jeremy Stoppelman,There's simply anger over the accountability that Yelp brings and also this feeling of powerlessness because so much power is now being put in the hands of the consumer. But the important thing that gets lost with some of these business owners who are very upset with us is it's the whole picture that counts.,"[business, power, hands]",anger
21,George Savile,"Anger is never without an argument, but seldom with a good one.","[good, argument, without]",anger
22,Lindsay Duncan,"A certain amount of anger doesn't make us less empathetic, less humane, less loving. It just makes us real.","[real, loving, us]",anger
23,Berkeley Breathed,"That's the conundrum of cartoon stripping, as opposed to political cartoons. When your anger is the driving force of your drawing hand, failure follows. The anger is OK, but it has to serve the interests of the heart, frankly.","[failure, heart, political]",anger
24,Roger Clemens,"Everybody kind of perceives me as being angry. It's not anger, it's motivation.","[motivation, me, angry]",anger
25,Cat Power,"After my second-to-last record, 'The Greatest', I had gone on tour for a while, and I didn't play an instrument for about five years. And I got kind of - it's not self-esteem or whatever, or anger toward myself - but disappointed in myself that I hadn't been challenging myself to learn musically.","[myself, greatest, learn]",anger
