,0,1,2,3
0,A. P. J. Abdul Kalam,"When we tackle obstacles, we find hidden reserves of courage and resilience we did not know we had. And it is only when we are faced with failure do we realise that these resources were always there within us. We only need to find them and move on with our lives.","[courage, obstacles]",failure
1,Natalie Massenet,Having the positive belief that it will all be O.K. just means that you hustle and make it work because failure is not even an option in your own mind.,"[positive, work, mind]",failure
2,Cat Cora,"Even when you have doubts, take that step. Take chances. Mistakes are never a failure - they can be turned into wisdom.","[wisdom, mistakes, step]",failure
3,H. L. Mencken,"The theory seems to be that as long as a man is a failure he is one of God's children, but that as soon as he succeeds he is taken over by the Devil.","[god, children, man]",failure
4,Steve Harvey,"Failure is a great teacher, and I think when you make mistakes and you recover from them and you treat them as valuable learning experiences, then you've got something to share.","[teacher, learning, great]",failure
5,Michael Gove,"As long as there are people in education making excuses for failure, cursing future generations with a culture of low expectations, denying children access to the best that has been thought and written, because Nemo and the Mister Men are more relevant, the battle needs to be joined.","[education, best, future]",failure
6,Akshay Kumar,I never feel any pressure about a film. What is meant to happen will happen. I have seen failure as well as success several times.,"[success, pressure, happen]",failure
7,Tommy Lasorda,"'Pressure' is a word that is misused in our vocabulary. When you start thinking of pressure, it's because you've started to think of failure.","[thinking, start, pressure]",failure
8,Maude Adams,"Life is so fresh, life is every day so new if we are fighting, only for the best. Sometimes I think the only real satisfaction in life is failure, failure in your endeavor to do your best.","[life, best, day]",failure
9,Edward Abbey,Belief in the supernatural reflects a failure of the imagination.,"[imagination, belief]",failure
10,David D. Burns,"Learning to accept failure on multiple levels is, to my way of thinking, the key to become a world-class therapist. But that means humility, and setting your ego aside, while you develop superb new technical skills.","[learning, thinking, humility]",failure
11,Henry Petroski,Failure is central to engineering. Every single calculation that an engineer makes is a failure calculation. Successful engineering is all about understanding how things break or fail.,"[engineering, successful]",failure
12,Amelia Earhart,"Women, like men, should try to do the impossible. And when they fail, their failure should be a challenge to others.","[women, men, challenge]",failure
13,Colin R. Davis,The road to success and the road to failure are almost exactly the same.,"[success, road, same]",failure
14,Amelia Earhart,"Please know that I am aware of the hazards. I want to do it because I want to do it. Women must try to do things as men have tried. When they fail, their failure must be a challenge to others.","[women, i am, men]",failure
15,Nigel Farage,"It's a European Union of economic failure, of mass unemployment and of low growth.","[growth, economic]",failure
16,Brett Favre,"I may be a successful football player, but I feel like such a failure.","[football, successful, may]",failure
17,Bill Cosby,"In order to succeed, your desire for success should be greater than your fear of failure.","[success, fear, succeed]",failure
18,John Burroughs,A man can get discouraged many times but he is not a failure until he begins to blame somebody else and stops trying.,"[man, blame, trying]",failure
19,Jimmy Carter,It's not necessary to fear the prospect of failure but to be determined not to fail.,"[fear, fail, determined]",failure
20,Kimbal Musk,"I was very afraid of failure because if you fail at something you love, then you ruin what you love.","[love, afraid, you]",failure
21,Tony Bennett,"Performers should really go to the best schools, like Lady Gaga, you know, she went to NYU and had great teachers... It's best to really study your technique as much as you possibly can so you can have a long career instead of a quick one that's a failure.","[best, great, career]",failure
22,Alana Stewart,"I used to think that divorce meant failure, but now I see it more as a step along the path of self-realization and growth.","[growth, path, step]",failure
23,Walter Scott,Success or failure in business is caused more by the mental attitude even than by mental capacities.,"[success, business, attitude]",failure
24,Edwin Land,An essential aspect of creativity is not being afraid to fail.,"[creativity, afraid, fail]",failure
25,George Eliot,Failure after long perseverance is much grander than never to have a striving good enough to be called a failure.,"[perseverance, good, long]",failure
