,0,1,2,3
0,Ginnifer Goodwin,I don't know why anyone would want to ask an actor for dating advice. We are not the poster children for healthy relationships.,"[children, advice, healthy]",dating
1,Carrie Ann Inaba,I've always gone out with much younger guys. But I rushed into relationships before really getting to know the person. What would come up as a warning sign within the first two weeks of dating would usually be the exact reason the relationship would end!,"[relationship, end, know]",dating
2,Chris Pine,"Work takes up a lot of my brain space. So when I work, it's one thing. I don't have a lot of time to think about dating.","[work, time, brain]",dating
3,Greg Behrendt,I've never tried to pass myself off as anything more than a comedian who wrote a dating book.,"[myself, book, tried]",dating
4,Marya Hornbacher,"Were I to put myself on... one of those online dating things, I would not include in my profile that I'm regularly hospitalized for psychosis. But I do know that when I get really bad, there is a place for me to go where I will feel better.","[myself, me, know]",dating
5,Kimora Lee Simmons,"I put my family first, and that's why for a long time, you didn't see me dating or hear about me dating or hear about me out. I had other focuses in my life, and that would be my family and my work.","[life, family, work]",dating
6,Fred Seibert,"I really like dating stories, like in Betty and Veronica comics; I like David Lynch and H.P. Lovecraft for the dark gut-wrenching stuff, and I'm inspired by Miyazaki's films for the subtle heart-warming moments, as well as the moments that blew up my imagination.","[imagination, dark, moments]",dating
7,John C. Reilly,"I'm dating myself by saying this, but I was the test audience for 'Space Invaders.' I remember when that was the first game that wasn't a pinball game. I spent a lot of money on 'Space Invaders,' in the form of quarters, of course.","[money, myself, game]",dating
8,Michelle Ryan,I was bullied. I was a bit of a geek. Good-looking guys were off-limits. I didn't start dating until I was 18.,"[start, good-looking, bullied]",dating
9,Kirsten Dunst,I'm never going to say anything about who I'm dating unless I'm married or engaged.,"[say, never, married]",dating
10,Dick Cavett,"The very phrase 'Oscar night' used to accelerate my pulse. For one thing - dating myself - it meant Bob Hope. He always had good, strong jokes, that faultless delivery, and always a new joke about his own films' failure - once again - to be honored.","[hope, failure, good]",dating
11,Joelle Carter,"My husband's a little younger than me. When I first started dating him, I just fell mad for him. I made a deal with myself: I was like, 'I'm not gonna get weird about what the future might be. I'm just going to be in every moment I can and enjoy us to the fullest.' I told him that, too.","[future, myself, moment]",dating
12,Wale,"I dated a lot, but I never really had anyone who was worthy of an anniversary. And most girlfriends never made it to a year, anyway.","[anniversary, year]",dating
13,Jenny McCarthy,My philosophy of dating is to just fart right away.,"[philosophy, right, away]",dating
14,Anna Held,"Some women flirt more with what they say, and some with what they do.","[women, they say, say]",dating
15,Tim Berners-Lee,The Google algorithm was a significant development. I've had thank-you emails from people whose lives have been saved by information on a medical website or who have found the love of their life on a dating website.,"[life, love, medical]",dating
16,Brooke Burke,"Dating is really hard because everyone puts on a front. It's really difficult to see who is who, so it is important to be yourself.","[be yourself, yourself]",dating
17,LisaRaye McCoy-Misick,I want to start dating the man that I'm gonna marry. I want to start having some fun with someone that I know I'm gonna be with. I don't play any games. I'm too old for that. I've been there; I've been around the block.,"[man, fun, know]",dating
18,Alexander Koch,"I'm a bit of a romantic, to a fault. It's led me to some great things and also some sad things. It's made me a better person, to keep a good spirit about dating.","[romantic, sad, good]",dating
19,Barton Gellman,"Smallpox, which spreads by respiration and kills roughly one in three of those infected, took hundreds of millions of lives during a recorded history dating to Pharaonic Egypt. The last case was in 1978, and the disease was declared eradicated on May 8, 1980.","[history, egypt, may]",dating
20,Susan Isaacs,"I must have been yearning for some Jewish content beyond my genetic makeup because soon after my 21st birthday, I noticed I was no longer dating WASPs.","[birthday, makeup, content]",dating
21,Taylor Swift,"If you cry over a guy, then your friends can't date him. It can't even be considered.","[friends, you, him]",dating
22,Taylor Swift,I'm not the girl who always has a boyfriend. I'm the girl who rarely has a boyfriend.,"[girl, always, boyfriend]",dating
23,Taylor Swift,"You can draw inspiration from anything. If you're a good storyteller, you can take a dirty look somebody gives you, or if a guy you used to have flirtations with starts dating a new girl, or somebody you're casually talking to says something that makes you so mad - you can create an entire scenario around that.","[good, girl, look]",dating
24,Taylor Swift,I'm the girl who - I call it girl-next-door-itis - the hot guy is friends with and gets all his relationship advice from but never considers dating.,"[relationship, friends, girl]",dating
25,Taylor Swift,I'm typically single. I'm the girl who - I call it girl-next-door-itis - the hot guy is friends with and gets all his relationship advice from but never considers dating.,"[relationship, friends, girl]",dating
